HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.USDA,Answer.DOC,Answer.DOD,Answer.ED,Answer.DOE,Answer.HHS,Answer.DHS,Answer.DOJ,Answer.VA,Answer.TREAS,Answer.percentAreGiven,Answer.percentShouldBeGiven,Answer.percentToCovidRelief,Answer.question-type.Equally,Answer.question-type.Proportionate_to_population,Answer.question-type.Proportionate_to_spending,Approve,Reject
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,379J5II41W8AZXZ3F8DDKXE793ULE0,A2HYYV0L5HT1IF,Approved,Thu Apr 22 11:37:53 PDT 2021,Thu Apr 22 11:40:48 PDT 2021,Sun May 02 11:40:48 PDT 2021,Sun May 02 11:41:21 PDT 2021,,,175,100% (1/1),100% (1/1),100% (1/1),7,6,1,9,5,10,2,4,3,8,20,25,6,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,37UEWGM5H10MIU0484FUZP4CRMW1R5,A251QF4QK6FY1E,Approved,Sat May 01 10:46:58 PDT 2021,Sat May 01 10:47:27 PDT 2021,Tue May 11 10:47:27 PDT 2021,Wed May 05 19:40:20 PDT 2021,,,29,100% (1/1),100% (1/1),100% (1/1),2,6,4,3,8,9,10,2,7,3,62,26,98,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,37W3JXSD6E0OGWSTJNW90BN3POTWYD,ABJHRV9K5T0R2,Approved,Fri Apr 23 02:35:53 PDT 2021,Fri Apr 23 02:37:05 PDT 2021,Mon May 03 02:37:05 PDT 2021,Mon May 03 02:37:33 PDT 2021,,,72,100% (1/1),100% (1/1),100% (1/1),9,8,5,7,6,8,7,6,9,8,77,74,88,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,37ZHEEHM64E8AEU4MUV7I1S9NYD374,A2CHSX9ZE4ZSRZ,Approved,Fri Apr 23 07:18:31 PDT 2021,Fri Apr 23 07:19:47 PDT 2021,Mon May 03 07:19:47 PDT 2021,Mon May 03 07:20:40 PDT 2021,,,76,100% (1/1),100% (1/1),100% (1/1),5,4,7,6,5,10,5,2,8,7,77,42,77,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,386PBUZZXNPIADLVT9O4HDRZEPYLJL,A29R0FQ7OLGU74,Approved,Mon Apr 26 02:49:37 PDT 2021,Mon Apr 26 02:52:28 PDT 2021,Thu May 06 02:52:28 PDT 2021,Wed May 05 19:40:20 PDT 2021,,,171,100% (1/1),100% (1/1),100% (1/1),9,1,10,3,4,1,6,9,5,8,35,2,10,FALSE,FALSE,TRUE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,388U7OUMFFTMB5FMCLBULKL2LU7R08,A113XPG6TXPMO2,Approved,Thu Apr 22 11:28:53 PDT 2021,Thu Apr 22 11:36:15 PDT 2021,Sun May 02 11:36:15 PDT 2021,Sun May 02 11:36:22 PDT 2021,,,442,100% (1/1),100% (1/1),100% (1/1),7,8,10,2,5,1,6,3,4,9,50,20,10,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,388U7OUMFFTMB5FMCLBULKL2LV1R04,A1WRJZC8E2ZCR0,Approved,Thu Apr 22 21:19:39 PDT 2021,Thu Apr 22 21:22:59 PDT 2021,Sun May 02 21:22:59 PDT 2021,Sun May 02 21:23:33 PDT 2021,,,200,100% (1/1),100% (1/1),100% (1/1),7,8,8,8,7,7,9,8,8,9,74,76,68,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3907X2AHF8X8V22LEGBJZDE2HLB2P5,A2KYTQNLOF7W7S,Approved,Sun Apr 25 02:09:19 PDT 2021,Sun Apr 25 02:12:13 PDT 2021,Wed May 05 02:12:13 PDT 2021,Wed May 05 02:12:22 PDT 2021,,,174,100% (1/1),100% (1/1),100% (1/1),8,1,7,10,6,2,5,9,4,3,50,5,9,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,39K0FND3AP7RF20CZFC6OR35PO5AM6,A3A2SOD3TEJV0D,Approved,Thu Apr 29 21:36:44 PDT 2021,Thu Apr 29 21:37:15 PDT 2021,Sun May 09 21:37:15 PDT 2021,Wed May 05 19:40:20 PDT 2021,,,31,100% (1/1),100% (1/1),100% (1/1),5,5,5,5,5,5,5,5,5,5,29,54,52,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,39L1G8WVWYJUZSF2XEEYHR1WKK213A,A5QYOSMX6XDHP,Approved,Sun Apr 25 09:59:55 PDT 2021,Sun Apr 25 10:08:18 PDT 2021,Wed May 05 10:08:18 PDT 2021,Wed May 05 10:08:32 PDT 2021,,,503,100% (1/1),100% (1/1),100% (1/1),15,5,5,10,5,25,20,5,5,5,20,50,40,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,39PAAFCODUSFKLTUJ74E6SCA3EOVTU,A1FN47KACHQ5W,Approved,Fri Apr 23 04:58:53 PDT 2021,Fri Apr 23 04:59:27 PDT 2021,Mon May 03 04:59:27 PDT 2021,Mon May 03 04:59:34 PDT 2021,,,34,100% (2/2),100% (2/2),100% (1/1),6,4,8,8,6,7,5,5,7,3,46,79,83,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3A0EX8ZRNGGWSTUIOW0DDXAIGGMYBX,A142OV1XH7UVG6,Approved,Thu Apr 29 17:21:36 PDT 2021,Thu Apr 29 17:24:26 PDT 2021,Sun May 09 17:24:26 PDT 2021,Wed May 05 19:40:20 PDT 2021,,,170,100% (1/1),100% (1/1),100% (1/1),7,5,10,8,6,9,10,4,6,3,85,51,90,FALSE,FALSE,TRUE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3A1PQ49WVP99T0M1CZ30LL263CC1HJ,A31ZMKF1XY6SFF,Approved,Thu Apr 22 11:14:51 PDT 2021,Thu Apr 22 11:23:41 PDT 2021,Sun May 02 11:23:41 PDT 2021,Sun May 02 11:24:21 PDT 2021,,,530,100% (1/1),100% (1/1),100% (1/1),4,10,5,3,6,7,1,8,2,9,51,58,45,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3AMYWKA6YJEES39LMIA70QQONQB6OD,ATKNH6OR2G11O,Approved,Mon Apr 26 10:20:41 PDT 2021,Mon Apr 26 10:23:25 PDT 2021,Thu May 06 10:23:25 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,164,100% (1/1),100% (1/1),100% (1/1),8,6,1,7,9,4,2,3,5,10,75,20,25,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3AQF3RZ55GAKMQWSNFRHDWHAV8EF6W,AMQGOTPBRWYSF,Approved,Thu Apr 22 11:14:41 PDT 2021,Thu Apr 22 11:16:41 PDT 2021,Sun May 02 11:16:41 PDT 2021,Sun May 02 11:17:20 PDT 2021,,,120,100% (2/2),100% (2/2),100% (1/1),8,9,3,10,6,7,1,2,5,4,62,36,89,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3B2X28YI347U99KCID5LU6QPGHRB6T,A1GMDKQWR8N5YW,Approved,Fri Apr 23 12:18:48 PDT 2021,Fri Apr 23 12:19:50 PDT 2021,Mon May 03 12:19:50 PDT 2021,Mon May 03 12:20:41 PDT 2021,,,62,100% (1/1),100% (1/1),100% (1/1),4,6,4,9,8,9,1,8,2,10,43,68,87,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3BXQMRHWK7QBUBEA5KTXOSFZWO3MUU,A1SUY5QQAITAMP,Approved,Thu Apr 29 07:17:58 PDT 2021,Thu Apr 29 07:21:17 PDT 2021,Sun May 09 07:21:17 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,199,100% (1/1),100% (1/1),100% (1/1),2,8,5,1,4,3,7,6,9,5,30,4,30,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3C5W7UE9CNI3BF85AP4K8ZE3PNUXM4,A33WXTJUOL2PSQ,Approved,Sat Apr 24 08:04:01 PDT 2021,Sat Apr 24 08:06:01 PDT 2021,Tue May 04 08:06:01 PDT 2021,Tue May 04 08:06:56 PDT 2021,,,120,100% (1/1),100% (1/1),100% (1/1),1,4,10,2,3,4,5,6,7,8,49,33,62,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3C8HJ7UOPFMSGA8KB7S55KUEXEQMZ6,A1H7TJDH948CY7,Approved,Thu Apr 22 11:27:03 PDT 2021,Thu Apr 22 11:29:47 PDT 2021,Sun May 02 11:29:47 PDT 2021,Sun May 02 11:30:21 PDT 2021,,,164,100% (1/1),100% (1/1),100% (1/1),5,6,9,4,7,4,9,9,4,9,87,29,92,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3COPXFW7XJ43CI6B3MHNZ90WZ0KPKW,A34YD9P7KI4RF,Approved,Wed Apr 28 13:48:29 PDT 2021,Wed Apr 28 13:50:36 PDT 2021,Sat May 08 13:50:36 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,127,100% (103/103),100% (1/1),100% (1/1),3,2,5,6,9,7,10,1,4,8,67,33,67,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3CP1TO84P1T42SK2U125179LSTO52I,AG3F3A5X321XS,Approved,Wed May 05 13:46:59 PDT 2021,Wed May 05 13:48:51 PDT 2021,Sat May 15 13:48:51 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,112,100% (1/1),100% (1/1),100% (1/1),6,9,1,8,5,10,2,3,7,4,50,3,25,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3D4CH1LGEILDI9ULW60BFR8OM5U9G6,A3V94BTK3H750K,Approved,Mon Apr 26 10:35:00 PDT 2021,Mon Apr 26 10:37:31 PDT 2021,Thu May 06 10:37:31 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,151,100% (1/1),100% (1/1),100% (1/1),7,8,10,2,3,1,9,4,5,6,25,10,5,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3DHE4R9OC432IP9MBXLW540AH262G0,A2DVJ6OMVVYTC7,Approved,Tue Apr 27 03:38:19 PDT 2021,Tue Apr 27 03:42:03 PDT 2021,Fri May 07 03:42:03 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,224,100% (1/1),100% (1/1),100% (1/1),2,7,9,5,6,3,10,6,2,8,18,3,29,FALSE,FALSE,TRUE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3DHE4R9OC432IP9MBXLW540AH942GC,A3EEWSPD9OA2U0,Approved,Wed Apr 28 12:20:11 PDT 2021,Wed Apr 28 12:24:03 PDT 2021,Sat May 08 12:24:03 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,232,100% (2/2),100% (2/2),100% (1/1),5,4,10,2,1,6,9,3,7,8,32,5,29,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3DQQ64TANODU7I0SS00QNKURLSKWPV,A2SEQ6LTTKJW51,Approved,Sun Apr 25 06:22:02 PDT 2021,Sun Apr 25 06:24:49 PDT 2021,Wed May 05 06:24:49 PDT 2021,Wed May 05 06:25:32 PDT 2021,,,167,100% (1/1),100% (1/1),100% (1/1),1,8,1,1,1,1,1,4,2,8,100,13,50,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3DUZQ9U6SUGE5LGFU7ZOWNGO1Y7SV5,A2IYDV9BRWH8T5,Approved,Fri Apr 23 12:41:49 PDT 2021,Fri Apr 23 12:43:51 PDT 2021,Mon May 03 12:43:51 PDT 2021,Mon May 03 12:44:41 PDT 2021,,,122,100% (1/1),100% (1/1),100% (1/1),6,9,5,3,8,7,10,4,2,1,70,8,75,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3DY46V3X3XAW1P3PCK43ZECXAKB55B,A378DVZDTWCGQ7,Approved,Thu Apr 22 13:23:33 PDT 2021,Thu Apr 22 13:24:45 PDT 2021,Sun May 02 13:24:45 PDT 2021,Sun May 02 13:25:21 PDT 2021,,,72,100% (2/2),100% (2/2),100% (1/1),3,6,8,9,1,4,7,5,8,3,67,96,76,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3E13VNJ1NVN9PVXLIHLLLX3L4R6I1D,A14JC769A8FXN1,Approved,Sat May 01 17:20:09 PDT 2021,Sat May 01 17:26:42 PDT 2021,Tue May 11 17:26:42 PDT 2021,Wed May 05 19:40:22 PDT 2021,,,393,100% (1/1),100% (1/1),100% (1/1),3,2,4,6,8,7,4,5,9,5,35,15,75,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3E4GGUZ1TGJ7KB551O6B3WS3N1U2K9,AMAE72LF4RCL6,Approved,Thu Apr 22 21:41:59 PDT 2021,Thu Apr 22 21:42:33 PDT 2021,Sun May 02 21:42:33 PDT 2021,Sun May 02 21:43:33 PDT 2021,,,34,100% (1/1),100% (1/1),100% (1/1),4,6,8,8,6,5,7,10,4,1,62,72,62,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3E4GGUZ1TGJ7KB551O6B3WS3NDFK20,A35OJG4HURISYX,Approved,Sun Apr 25 21:26:32 PDT 2021,Sun Apr 25 21:28:13 PDT 2021,Wed May 05 21:28:13 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,101,100% (1/1),100% (1/1),100% (1/1),9,8,10,10,9,10,10,10,10,10,76,19,10,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3EFVCAY5LB1NV61CZKF0C85TULR8J6,AQFFLBXV8P2TC,Approved,Sat Apr 24 14:47:18 PDT 2021,Sat Apr 24 14:47:48 PDT 2021,Tue May 04 14:47:48 PDT 2021,Tue May 04 14:48:09 PDT 2021,,,30,100% (1/1),100% (1/1),100% (1/1),7,6,6,8,8,9,7,6,6,7,79,77,74,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3F0BG9B9MXF9QHRSBFOX8VOMXWZ7Y0,A3T3WRVSK1N2PR,Approved,Sat May 01 16:19:35 PDT 2021,Sat May 01 16:20:49 PDT 2021,Tue May 11 16:20:49 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,74,100% (1/1),100% (1/1),100% (1/1),3,3,3,3,2,2,1,1,5,2,69,44,61,FALSE,FALSE,TRUE,,
